290,321.30,783.47,710.83
291,344.75,783.47,733.44
292,405.38,783.47,783.47
293,334.38,787.07,785.27
294,303.46,631.18,631.18
295,336.47,783.47,783.41
296,324.54,690.39,685.15
297,341.73,783.47,783.47
298,345.41,783.45,707.32
299,370.55,787.05,787.05
300,327.71,787.05,709.11
